id,Calories
750000,27.270465703715637
750001,107.6018451399608
750002,87.65072249582396
750003,125.4702361895061
750004,76.076667363852
750005,21.73563549547346
750006,48.65289566090226
750007,6.558857960445906
750008,10.062326116908281
750009,203.8628731730102
750010,76.90099120695503
750011,215.52331371565987
750012,70.21558029248307
750013,251.9711621510655
750014,87.28947026579229
750015,138.39871335569478
750016,67.7275432992824
750017,161.0625780748634
750018,124.10074797623656
750019,189.13907356086224
750020,86.09192562190383
750021,63.067664968337375
750022,77.5377661703038
750023,5.911375510175432
750024,33.882876078881154
750025,151.70709715033362
750026,75.79361278854037
750027,155.05381117862692
750028,85.19370721311086
750029,17.00108846611485
750030,86.63777353112756
750031,20.837048788666337
750032,34.13203663528959
750033,11.960250519990211
750034,95.44166732605036
750035,105.28148004437823
750036,49.19944537087504
750037,42.655748240231205
750038,154.4404250898625
750039,132.13501998511765
750040,103.46944322175348
750041,38.411723099907746
750042,84.70812768852278
750043,91.21254669693684
750044,188.2856831802586
750045,101.69677630347807
750046,215.83868101557
750047,16.64676052994244
750048,28.47001906809735
750049,139.63227253305436
750050,205.09872089722262
750051,159.85151147478214
750052,24.804498327842673
750053,44.31667168724765
750054,69.54227587778111
750055,80.15870838970997
750056,118.72951433849803
750057,219.80487027817188
750058,134.1912119790876
750059,173.784859175365
750060,112.9435212011013
750061,122.38541258732373
750062,116.09324315746119
750063,29.443567487121285
750064,122.46409055491515
750065,11.123626526271394
750066,33.12018517827813
750067,160.5696253332988
750068,7.25974635717624
750069,161.8164896109849
750070,98.06854028030699
750071,188.87875609464987
750072,140.82907517897974
750073,30.619995163129275
750074,147.66815988091332
750075,143.69446423150822
750076,82.00655657405657
750077,7.965354673331063
750078,132.38701485079875
750079,154.63352291807465
750080,67.73012019880227
750081,164.09579729955476
750082,14.889906918952349
750083,85.56186591873575
750084,144.8519739478421
750085,45.73989053006633
750086,9.11715316929795
750087,44.1520642925794
750088,25.317604412796825
750089,91.49383565303603
750090,21.87242462990693
750091,132.61209615844706
750092,54.51321152970102
750093,69.6865789155711
750094,11.540077933329343
750095,15.731243331500593
750096,24.85085624841534
750097,31.770037544464138
750098,201.53541062590753
750099,33.44185365351702
750100,23.13524623456935
750101,134.45324316961648
750102,81.1165950429431
750103,61.88725904657311
750104,53.451881262158544
750105,6.568738675012696
750106,30.95435736025155
750107,141.41407097019248
750108,2.0855258183807166
750109,41.90867718578583
750110,83.30674566926652
750111,34.36594298469499
750112,35.75208531735399
750113,77.6607282012388
750114,165.18306965543147
750115,69.86859542803651
750116,58.81024310132034
750117,128.6286750785995
750118,132.08333331446048
750119,10.003202814888766
750120,137.87461333691297
750121,120.23100450350893
750122,247.99825666646194
750123,68.79714891293538
750124,15.906812438328728
750125,149.78032176928352
750126,104.93108623560835
750127,109.06349916609403
750128,111.75860679589101
750129,35.07107605797434
750130,122.16504863485952
750131,192.21046952506362
750132,162.03808757106896
750133,113.79539907138827
750134,69.16672500378542
750135,104.66358381241724
750136,15.919135131214418
750137,121.75896241599202
750138,51.67327005866966
750139,71.33363552434727
750140,18.843328205643203
750141,16.290180369902828
750142,65.15200990403935
750143,8.368679299129326
750144,80.90164838308837
750145,33.694304815492714
750146,7.623917488885823
750147,4.991701751873947
750148,68.90928654901366
750149,78.04500773133317
750150,6.291532257562679
750151,70.90914622136361
750152,10.197418171957892
750153,57.00603281666959
750154,159.04660271390367
750155,28.237464496149187
750156,146.8378920899607
750157,72.80082476395454
750158,47.7714034942984
750159,23.416767854806693
750160,22.902126649168963
750161,28.04075745913846
750162,113.53121260466143
750163,72.9791263096171
750164,75.75091073234114
750165,114.78530894247871
750166,39.03803866680746
750167,237.47015951956058
750168,29.173410556820826
750169,53.67393603747414
750170,40.570051238052
750171,129.99385103746738
750172,131.8504232563849
750173,33.840889272587475
750174,50.19590460195705
750175,121.12296455717973
750176,151.8064536916802
750177,56.42726554559852
750178,57.80428018954113
750179,188.92007219991945
750180,31.816538753511914
750181,44.95870376009409
750182,68.61396751376401
750183,120.92908387269196
750184,68.12506157774158
750185,82.20757471178658
750186,158.65702072819897
750187,17.07986304530226
750188,23.466449066675096
750189,141.13870020836484
750190,55.18162803758622
750191,73.53468125455407
750192,110.1842556925771
750193,56.77608927427084
750194,117.08804622486113
750195,148.86425459194322
750196,80.33856140313351
750197,55.33467739927709
750198,143.68663341915166
750199,25.312653955475085
750200,80.52510266377614
750201,246.21379510548692
750202,33.19812611774126
750203,259.88074966188015
750204,20.46346632309718
750205,210.30894655885288
750206,93.90508126189383
750207,57.420490087274516
750208,14.315654723708562
750209,78.8848348020374
750210,200.6970143175712
750211,65.83565165613021
750212,22.620133312932595
750213,17.30257431128834
750214,92.66319770065735
750215,30.148285802968687
750216,40.776123910924056
750217,22.791638788665168
750218,141.09332600693102
750219,29.44805787173008
750220,40.383786034968686
750221,71.1400333790035
750222,84.21570700121286
750223,6.575002675811163
750224,73.19344688776908
750225,119.17444514406918
750226,15.84275249429487
750227,83.40039090993929
750228,26.825322785493825
750229,194.05605152162377
750230,6.499878192354885
750231,6.92873222258936
750232,137.69430544839605
750233,71.6790280376386
750234,14.938973979739941
750235,153.82770421632205
750236,16.221671409657844
750237,84.98800538346802
750238,60.409165947480176
750239,115.16219524865309
750240,7.5544366582251286
750241,30.93782349621675
